TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,PPFD_IN,VPD,RH,PA,TA,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20180111,-2.1543433333333333,61.15428724999998,125.83126487179487,-9999,0.3435838125000001,200.16542122448985,420.34889119047637,15.320445118900555,58.219704166666666,90.41825416666666,25.22413333333333,7.034319375,6.244758541666666,3.92561429375,1.8220815,109.58947499999998,1.8629683958333332,-0.7895710416666674,47.00940604166666,107.00775208333332,244.6393583333333,292.57131249999986,384.6308958333333,558.544863125,15.319729166666667,58.219704166666666,90.41825,25.2241875,3.534,1.8629375000000004,105.6497414320963,-0.8204782848242017,139.2730799818215,1.0
20180112,-2.8537424,84.25426615384617,164.29409153846157,-9999,0.2654453958333333,200.6583322857143,421.37973525,15.039603742209382,60.1513875,90.39927083333336,24.969270833333336,5.5136571875000016,6.0903481249999984,3.7339996145833343,1.4887648125,119.17937291666668,1.5063333958333327,0.5767362500000003,41.72448541666664,110.12686458333336,266.85008958333344,313.8199375000001,378.33797916666674,601.2872793749998,15.038416666666665,60.1513875,90.39927083333332,24.96929166666667,0.7980000000000003,1.506291666666666,103.28356169559255,0.4072795086389624,134.57444882405468,1.0
20180113,-4.727986363636365,95.7717364,211.72434583333327,-9999,0.2095851666666667,225.52493529268293,473.60430524390233,19.536327757533268,52.09583333333333,90.22665624999996,26.07621666666667,6.3441592916666645,6.5699797916666665,3.7914447072916686,1.4633975625,185.05468125,1.0534757291666663,0.2258495833333337,40.4031875,119.80448125000002,271.2339687500001,349.17345833333326,373.20841666666666,674.5328440625002,19.529375,52.09583333333333,90.22668749999998,26.07624999999999,1.0380000000000005,1.0535416666666668,113.84941555311552,-0.02673797978390687,136.3319905984769,1.0
20180114,-0.9924338888888892,72.56315352941179,174.8480375,-9999,0.21976847916666664,215.23086149999997,451.98282099999983,25.65317808535916,41.58281041666668,90.07350208333334,27.20911458333333,5.842254395833334,7.159935625,3.9630679354166665,1.6059081666666666,164.49866145833334,0.9437983541666664,1.3176872916666664,34.245738541666675,120.54838333333332,282.41014791666674,374.16668749999985,368.1832291666666,721.8086008333337,25.63695833333334,41.58281041666668,90.0735,27.209166666666665,0.282,0.9437499999999998,118.91751551923052,0.8499526850054048,122.19620679333498,1.0
20180115,-1.8447821428571418,56.28387714285713,126.26556428571428,-9999,0.21390808333333344,185.65637069767445,389.8782045348839,24.05797013336253,43.99948333333332,90.06564999999998,27.65502916666668,6.148831533333335,7.533630624999998,3.2967181052083347,1.5852187291666668,196.3397666666667,0.8752787083333334,1.3848006249999996,23.338179166666652,99.03928958333334,285.3753958333333,285.07699999999994,379.6505,543.9867248958335,24.044812499999995,43.99948333333332,90.06570833333332,27.655,0.06899999999999999,0.8753333333333336,100.09178652264514,0.5361612079073248,121.7774177885428,1.0
20180116,-3.898603571428571,58.50437464285717,192.90454827586206,-9999,0.30066764583333344,246.4147586455027,517.4708351111111,25.459033552202463,42.0105875,90.10189583333334,28.293052083333336,8.099894541666664,7.992296250000002,3.5723787604166666,1.371883625,144.31664791666668,1.3637857083333336,-0.10754166666666663,23.747629166666673,129.74435416666668,273.92269999999985,312.26235416666674,385.2782083333335,600.3726579166666,25.443708333333333,42.0105875,90.10189583333336,28.293062500000005,0.11699999999999999,1.3637708333333332,126.94189512306501,-0.2930359242156841,133.84852748804693,1.0
20180117,-2.075362068965517,70.70266593750004,134.44437303030304,-9999,0.3128108541666667,167.559318202381,351.87242375,17.668536386964604,54.193224999999984,90.22698541666664,27.13672291666666,7.923086458333331,7.992795000000001,3.2183507854166677,1.0928532500000003,121.48058708333338,1.5596893541666672,0.06967208333333297,41.169202083333346,109.66762708333334,242.56165833333333,272.72779166666663,386.1370208333333,519.2576447916664,17.666500000000006,54.193224999999984,90.22697916666664,27.1366875,5.07,1.5598124999999998,106.50982988889784,0.05621039843595743,133.01854878795064,1.0
20180118,-4.578672857142856,117.78737272727273,167.71611666666666,-9999,0.2129553958333333,239.06206301218143,502.02899697674417,17.985559839502177,55.16935624999999,90.20400416666664,26.28150625000001,7.572044554166667,8.225060000000001,3.3881383124999997,0.8776306041666669,177.85725000000005,0.8261127916666665,0.6529993750000008,48.5925,99.04650208333334,259.8656875000001,321.50822916666664,372.7781041666669,617.0405597916666,17.980687500000005,55.16935624999999,90.204,26.28147916666667,0.048,0.8261249999999999,100.25547994902566,-0.018089650136274282,135.28864217550552,1.0
20180119,-2.8681943478260874,108.07597160000002,158.9180146153846,-9999,0.2343572291666667,246.44824731601742,517.5421702272724,19.53554234251772,51.75460000000001,90.08417916666666,26.152256250000004,7.1733634520833345,8.665975416666667,3.5036490937499982,1.2096090416666667,155.67924166666663,1.0619679791666667,1.4926004166666662,48.28290000000001,102.91289583333334,282.8829666666668,300.6148958333334,380.61087499999985,578.0394893749999,19.528875000000006,51.75460000000001,90.08418750000004,26.15225,3.4020000000000006,1.0620208333333336,98.86375442990015,0.6163571018924167,135.66010108265738,1.0
20180120,-6.003590909090909,100.7584875,208.71371739130439,-9999,0.210443375,254.5735376785715,534.6065953181818,24.597558117907663,41.95937500000001,89.98903541666668,27.13715416666666,8.965444035416667,9.500127708333332,4.2058118916666665,2.3250924166666667,183.6452333333333,1.058760979166667,0.5346639583333327,36.37631249999999,115.72554791666666,303.1297000000001,330.7742916666666,372.1258541666669,634.4872957083334,24.58437500000001,41.95937500000001,89.98904166666667,27.137124999999994,0.07200000000000001,1.0588541666666669,111.89593999131596,-0.4239861799526404,126.26540575692202,1.0
20180121,-1.0231525,42.6892675,87.1169,-9999,0.18876334042553194,192.6878955900116,404.64487626829276,22.213282033384075,47.31692708333333,90.0696708333333,27.71675208333333,9.243516666666666,10.174273541666668,4.469628460416666,3.1259184999999987,238.78874583333337,0.4866591276595746,0.9307337499999989,41.13132500000001,106.05226875,291.10982916666666,291.07704166666656,381.2111041666668,561.4577068125002,22.20325000000001,47.31692708333333,90.0696875,27.71675,2.412,0.5213124999999998,111.72468439440462,-0.23103369369588744,127.65738404995165,1.0
20180122,-5.146860000000001,91.05186481481483,133.63872692307694,-9999,0.24660583333333336,142.8801432491695,300.04897560465116,14.12984674039212,58.38862291666669,90.12738541666664,25.049914583333322,9.210028958333336,9.495311250000002,4.266452999583335,3.2423944791666663,158.16438541666662,1.4407161249999998,0.2852345833333339,41.72569374999999,82.21158125,279.1417479166666,214.47502083333333,382.92831249999983,412.4563739791668,14.132625,58.38862291666669,90.12741666666666,25.049937499999995,7.176000000000001,1.4407500000000002,83.70148504637025,-0.3515651498211338,136.8997952938216,1.0
20180123,30.715,-27.759970000000003,23.135,-9999,0.1736267083333334,92.22654161706345,193.67662687500004,7.820701308888725,72.59427291666665,90.09823958333334,22.79947708333333,4.700725208333333,8.823171250000003,2.973478966666667,3.3518898333333333,267.2194395833333,0.6573601875,4.1224626041666665,-5.29422375,39.20300000000001,267.45378541666656,100.71133333333336,384.9328541666666,193.67662687500004,7.825458333333331,72.59427291666665,90.09822916666668,22.79941666666667,5.735999999999998,0.6572916666666664,45.01855847881132,3.190248914927016,131.60649707730173,1.0
20180124,1.0807915000000006,51.11211652173913,90.07587826086956,-9999,0.20788820833333327,164.63625906832303,345.73439282608706,9.053015948040047,72.84227291666667,90.20287083333336,23.24818541666667,5.011001041666668,9.276370833333333,4.80158938125,3.996098229166668,145.83283125,1.0849510416666668,4.265321666666667,20.999922916666666,57.74479166666668,307.78884791666667,204.98477083333333,383.16529166666646,394.9621264583332,9.05525,72.84227291666667,90.20283333333334,23.248229166666665,6.342000000000001,1.085020833333333,54.495605803809326,2.430520660866246,143.69084584706752,1.0
20180125,-5.132886956521738,87.96380750000002,125.49715772727274,-9999,0.20976193750000005,236.41860558257335,496.47927787234045,13.327411985219856,62.69540208333333,90.20098333333334,24.918750000000006,9.265963124999997,10.205070625,5.568011935416667,4.756676104166666,158.99091722916668,0.8798347499999998,0.939071875,43.294054166666676,76.66810833333334,278.0841729166668,267.32379166666664,387.3597500000001,513.3047095833333,13.328312499999996,62.69540208333333,90.20097916666668,24.91866666666667,0.852,0.8798124999999998,75.24119821546863,-0.4136268753166156,136.48169460967245,1.0
20180126,-4.359785555555557,117.86008888888891,179.32919857142858,-9999,0.24446755319148936,176.6066401107419,370.87172302325587,13.80604146902986,62.92335,90.12979166666665,24.9921,8.243578333333332,10.491894791666663,4.830651210416668,4.233710729166667,174.70930020833333,1.1673618297872341,2.2483158333333333,38.69116666666668,95.01611041666669,263.8607062500001,245.96533333333332,390.4684375,473.47050187499985,13.804458333333338,62.92335,90.12981250000004,24.992145833333325,7.692000000000004,1.1578750000000002,95.26635575502605,0.3615723486162457,145.99789881563348,1.0
20180127,0.20111250000000025,12.809817999999998,93.13383666666668,-9999,0.1828239375,102.72131067287788,215.71500978260863,7.5082726354512275,76.77282708333333,90.20003958333332,23.621879166666666,6.149595437500001,9.907069375000004,3.104371810416666,3.098926833333333,180.03523125,0.8786277083333331,3.757455833333335,2.2488583333333327,59.98734791666666,283.08613125,116.82006249999996,385.7399791666666,223.8673010416666,7.510729166666663,76.77282708333333,90.20002083333334,23.62187500000001,10.079999999999998,0.8786041666666667,62.48401305981533,1.7182972732337731,151.9407141497316,1.0
20180128,1.945725,72.61048277777776,115.93241099999996,-9999,0.19753751111111106,143.5912271746032,301.5417271111112,7.604198281440515,77.91484166666666,90.20864791666668,22.74592083333333,3.805896574999999,9.537684375,2.617638802083334,2.3532375208333334,179.3042765957447,0.8078794888888888,5.7318333333333324,20.727374999999988,60.061670833333324,305.97735000000006,182.34089583333332,389.67652083333314,349.83745250000015,7.604937500000003,77.91484166666666,90.20866666666667,22.74589583333333,7.106999999999997,0.7898958333333331,57.5236989670372,3.238635419570413,150.78821556203312,1.0
20180129,-2.562878,68.46686857142856,142.4768115,-9999,0.2443996363636363,252.14203023809532,529.5021257142856,8.608256344993613,76.07840909090909,90.2958606060606,23.487,7.113901250000001,9.64598875,4.19623314375,3.9242649166666665,153.03175757575755,1.1799065757575755,2.5320366666666687,32.15153750000003,86.63159374999996,284.7411812499999,260.4283958333333,391.8260416666664,498.35377125000014,8.29675,75.96194166666669,90.27258333333332,23.38014583333333,11.217,1.0215416666666666,85.04830452881916,0.3894967745144748,138.8509980178673,1.0
20180130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.257705208333332,9.069441041666668,4.4947791666666665,4.0504576041666684,-9999,-9999,1.8117146458333329,33.77364583333334,75.25972916666666,261.80176874999995,226.36356250000003,391.84600000000006,430.02256666666665,5.870395833333332,72.42666458333333,90.2029375,22.49670833333334,7.0980000000000025,0.534125,70.41454669319019,-0.2800903857472407,128.29559517585568,1.0
20180131,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.027960264583335,8.8998625,5.176510416666667,4.143700895833333,-9999,-9999,1.8719357916666668,34.06241666666667,82.11164583333333,266.4109291666667,281.91683333333333,385.2421458333335,545.0721916666665,5.265916666666667,72.83792083333334,90.07414583333332,22.496979166666666,7.817999999999998,0.8937916666666665,77.5203450987544,-0.711691682682016,122.95168133141964,1.0
20180201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.008727708333333,9.072085416666667,5.12040625,4.413014333333334,-9999,-9999,2.0633170833333336,28.10256249999999,81.93247916666667,243.30395625000003,270.0093541666666,389.244104166667,510.71729375,7.383541666666666,73.02311458333331,90.10354166666669,23.347020833333332,3.42,0.916979166666667,80.8236832438054,-0.6864145337509551,128.0009197290835,1.0
20180202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.981989374999998,8.570447083333335,5.283604166666668,4.3357302916666685,-9999,-9999,1.5885006249999991,34.32571041666665,83.92645833333331,267.3309083333333,253.24295833333332,396.89381250000014,483.3219395833333,5.077020833333332,75.57783541666666,90.111375,22.534562500000003,9.683999999999996,1.0938541666666668,76.62257598151571,-0.6877776752216177,132.14203840054398,1.0
20180203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.375420833333332,7.943376458333334,4.410572083333333,4.176631583333334,-9999,-9999,3.567882208333333,14.894070833333327,53.93737083333334,307.9067541666669,172.6715833333334,399.47270833333323,329.41358541666665,2.8657291666666675,84.48282291666662,90.26191666666668,21.314875,15.365000000000002,0.7418125000000003,58.09430562447194,0.3769899706912032,141.16294316197673,1.0
20180204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.535846720833333,8.014316041666667,4.85903125,4.4008144374999985,-9999,-9999,2.4784959375000004,19.66646875000001,72.54795833333331,290.15479166666665,193.25310416666665,397.6899375,361.7758277083335,4.708833333333333,79.509125,90.22004166666667,21.94875,4.7470000000000026,0.6368750000000002,66.81896693265439,-0.1093069000196924,137.03125333764174,1.0
20180205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.260014583333337,7.655681458333333,5.2079375,4.371459583333333,-9999,-9999,1.3956854166666677,21.026433333333333,68.76593749999996,291.13003958333326,208.60585416666663,392.1857499999997,400.0240979166665,3.5115833333333324,82.69728541666666,90.18291666666666,21.416520833333333,9.495999999999997,0.7990416666666668,67.11678349448702,-0.3683753433920234,135.60885166623484,1.0
20180206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.085885416666667,7.4162641666666635,5.155630416666666,4.410394958333334,-9999,-9999,3.3303440833333333,11.603291666666662,55.3792708333333,283.5209687499998,196.30991666666668,396.7721666666666,374.5664916666668,3.291041666666666,82.35081666666669,90.1481875,21.192979166666664,7.990000000000001,1.0392916666666672,63.940746055461645,-0.20230393470493044,146.3559885290189,1.0
20180207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.228705416666667,7.281724166666668,4.690242708333334,4.513378333333333,-9999,-9999,3.0530487500000008,8.00789375,43.01905833333336,292.83603958333333,157.35747916666662,404.0085624999999,295.7977333333334,2.7206458333333328,83.25455208333331,90.0741875,21.269666666666666,16.773,1.4259999999999995,58.65146232866272,0.3860267575890781,166.48126749688848,1.0
20180208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.125298333333332,7.254030833333335,5.849339583333332,4.696712333333333,-9999,-9999,2.1287270833333323,26.224499999999978,74.03860416666667,297.05589166666664,227.11627083333332,393.25729166666656,437.9425708333334,5.8082916666666655,79.26979375,90.11827083333333,21.652604166666666,5.643,1.6925416666666668,73.869320501054,-0.8185696263933392,173.96849192947116,1.0
20180209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.606972916666668,7.259759583333333,6.395812499999999,4.916936354166665,-9999,-9999,0.6527375000000002,35.44290416666666,87.55232708333334,264.6127458333334,280.4263541666666,381.90777083333313,532.2773291666665,8.262062499999997,75.99037291666667,90.03458333333332,22.149499999999996,0.2420000000000001,1.6655208333333331,84.0293602414912,-1.436625060225867,173.62824806853322,1.0
20180210,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.05046225,7.2392262500000015,6.727270833333333,5.122683645833334,-9999,-9999,1.1887514583333336,37.12287708333333,89.85172708333332,253.25415,294.75131249999987,371.3265208333333,560.7774500000002,9.637520833333333,72.48261458333336,89.99479166666669,22.615833333333335,0.344,1.056479166666667,89.89131982595585,-1.6978433184052122,153.25347625931337,1.0
20180211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.261264083333335,7.164179374999999,7.033895833333332,5.294149833333333,-9999,-9999,0.9028895833333338,41.454981250000024,101.58624375000004,272.42525625000013,304.52125,372.8742916666667,585.7697766666666,8.731854166666665,76.41536666666667,90.1541875,22.93114583333333,2.16,0.9703541666666672,91.25296470355322,-1.6714633897984268,151.6193128544287,1.0
20180212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.431330833333334,7.138817083333335,6.747897916666667,5.520774145833335,-9999,-9999,-0.29253624999999944,43.47221250000001,97.09398333333333,306.9430937500001,289.25956250000013,381.43368750000013,551.6983229166666,10.4863125,71.32804999999998,90.34658333333331,23.406458333333337,0.098,1.3383333333333332,93.24589206823065,-1.6907829738519746,175.70961860216525,1.0
20180213,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.128532916666666,6.446062708333333,7.245660416666667,5.149032604166667,-9999,-9999,-1.6825416041666668,25.14945,72.72785541666669,277.43904374999994,251.258375,380.43222916666656,476.97098333333327,4.83175,80.35923541666666,90.475375,21.73083333333333,10.023999999999996,1.2764583333333337,82.36002355571844,-1.47730305454548,184.82918706690717,1.0
20180214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.786829104166664,6.038362500000002,6.207204166666666,5.013170208333333,-9999,-9999,-1.748473333333333,27.307502083333343,86.66293750000001,297.19423125,177.12856250000004,397.91060416666664,339.54793125,2.964270833333332,83.1099,90.464625,20.88597916666666,11.934999999999995,0.9690416666666668,67.76476592007829,-0.593044771490563,189.8010760279152,1.0
20180215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.745082708333332,5.881635208333333,6.968404166666666,5.099639166666665,-9999,-9999,-1.8634458333333337,25.48395625,80.01337500000002,283.6048875,210.3873125,390.2402708333333,400.87057916666674,2.7234791666666665,83.5848625,90.27639583333332,20.891270833333326,10.847999999999995,0.9480416666666668,75.4352693283887,-1.1491269958174737,177.06870020747556,1.0
20180216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.841776875000001,5.934751874999999,7.295706250000001,5.4053406666666675,-9999,-9999,-1.907010833333333,24.2041375,74.26438750000001,256.49015,225.36691666666664,385.8978125,427.09781874999993,4.830104166666668,81.31110833333331,90.23810416666664,21.66502083333333,6.227000000000004,0.8442083333333331,82.1860495136745,-1.4046913637677116,172.83463101393303,1.0
20180217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.8856254166666675,5.961036666666666,7.9876145833333325,5.704713833333334,-9999,-9999,-1.924583125,27.76922083333334,88.6327,248.22941874999995,272.9440416666668,379.64627083333323,519.2511520833333,7.135083333333332,78.78918333333331,90.20968750000002,22.358583333333332,3.6,0.6860625000000001,91.51858187212973,-1.8937732040195072,166.9888182746667,1.0
20180218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.057688083333332,6.018068958333332,7.904425000000002,6.054746708333332,-9999,-9999,-2.039593333333333,34.2784,105.24970625000002,263.4505958333333,270.95745833333336,388.7252083333333,510.9494195833333,7.492041666666666,75.92110000000002,90.12502083333335,23.230187500000003,2.3879999999999986,1.011833333333333,96.94652190514091,-1.8085009393526184,174.9291627326497,1.0
20180219,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.113184166666663,5.840030208333332,8.19379375,6.147355875,-9999,-9999,-2.2731423541666667,27.191418749999997,103.95255229166668,261.18701458333334,270.4562083333334,386.5717291666666,518.0499145833335,6.743104166666668,78.08857499999995,90.13664583333332,23.234812499999997,7.613999999999997,0.9797291666666668,96.1351238601785,-1.7164940707968326,178.7789642148964,1.0
20180220,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.382825,5.6057435416666666,8.51565,6.1740575416666665,-9999,-9999,-2.7771270833333332,30.80967291666666,103.23262916666664,259.59396458333345,275.0907083333334,388.31137500000017,526.7205416666668,5.465458333333332,77.91351666666667,90.17539583333333,22.998500000000003,5.2200000000000015,0.6529166666666667,98.65541164580134,-1.8402370880612655,169.50689217849603,1.0
20180221,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.5447437499999985,5.2639025,8.30021875,6.048620437500001,-9999,-9999,-2.280789583333334,27.879427083333336,85.10543750000002,266.5113520833333,246.65175,384.62458333333353,472.40558333333337,5.287708333333335,79.9412041666667,90.0965625,22.29937500000001,4.584999999999997,0.6616458333333334,92.87752568013777,-1.6410139100078742,173.52770460496723,1.0
20180222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.027289583333332,4.921726666666666,8.009241666666666,5.9001145625000015,-9999,-9999,-2.105622916666667,21.76952291666667,75.56004166666669,280.02607708333335,215.172125,385.9086458333336,405.54681458333334,3.7160625,82.22811875000002,89.986,21.563500000000005,10.110999999999997,0.8101666666666666,86.68936723795765,-1.4171546527969432,185.1843694572551,1.0
20180223,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.629233541666667,4.836177083333333,8.404333333333332,6.1011485000000025,-9999,-9999,-2.7930770833333334,34.69305416666667,88.53052708333334,284.64107708333336,231.5373541666667,393.01350000000014,445.3271229166665,3.849395833333335,82.28459791666666,89.92858333333334,21.917145833333336,11.949000000000002,1.167208333333333,91.45604227963172,-1.5160196285584762,203.67686869023717,1.0
20180224,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.887843741666668,4.444545,6.547130208333333,5.844411916666667,-9999,-9999,-2.443289791666668,34.6273125,84.49710416666666,317.2713187500001,141.7791458333334,405.78635416666685,270.03012083333334,2.350708333333333,86.17794375,89.95987500000003,20.859270833333333,14.89,0.9044583333333333,71.435105733104,-0.21855054363596685,216.46977240835238,1.0
